engine,max_power,mileage,km_driven
1497.0,117.6,17.4,10200
1493.0,70.0,16.5,60000
998.0,67.04,23.1,20000
2179.0,140.0,16.0,60000
999.0,67.0,23.01,30000
814.0,55.2,21.1,40000
1197.0,81.8,20.4,60000
796.0,46.3,19.7,111000
1248.0,74.0,23.4,70000
998.0,67.1,20.92,100000
998.0,67.1,20.92,100000
998.0,68.05,20.3,25000
1596.0,99.6,15.3,100000
1198.0,77.0,25.32,35000
1186.0,73.97,25.4,25000
796.0,37.0,16.1,58000
1194.0,94.93,19.4,20000
999.0,67.0,22.5,1300
796.0,37.0,16.1,120000
998.0,67.04,20.51,15000
1999.0,177.0,13.6,9000
2487.0,214.56,22.37,20000
1999.0,177.0,19.33,45000
2179.0,147.94,14.1,110000
1969.0,190.0,18.0,20000
2494.0,157.7,19.16,68089
998.0,67.05,21.79,58343
1248.0,74.0,27.39,38817
1199.0,88.7,18.2,56494
2494.0,100.6,12.99,79328
1197.0,81.8,22.0,5621
1496.0,88.73,16.78,25538
1197.0,81.8,22.0,69779
1186.0,73.97,24.0,56290
1995.0,190.0,16.78,7500
1995.0,190.0,16.78,8500
1199.0,88.76,19.0,7032
1598.0,103.5,14.3,11000
1984.0,150.0,16.8,2000
799.0,53.3,25.17,25000
1461.0,108.5,19.01,150000
998.0,67.04,23.1,10000
1582.0,126.2,19.67,70000
1248.0,74.0,22.95,80000
1248.0,74.0,25.2,50000
1582.0,126.32,22.32,83000
1248.0,74.0,23.4,116000
1172.0,67.1,15.8,60000
1248.0,73.9,19.3,175802
2494.0,102.0,12.8,192000
1598.0,103.6,15.04,73840
2523.0,63.0,13.6,162000
999.0,67.0,23.0,20000
1197.0,82.0,18.9,75000
2179.0,120.0,12.05,320000
1498.0,103.2,20.34,120000
1197.0,81.8,20.4,20000
1498.0,108.6,21.66,40000
796.0,46.3,19.7,20000
814.0,55.2,21.1,70000
1461.0,108.45,19.64,30000
2179.0,140.0,15.1,120000
999.0,67.0,23.01,25000
799.0,53.3,25.17,80000
1197.0,85.8,19.1,67000
1086.0,68.05,19.81,120000
1248.0,88.5,24.3,9000
1969.0,190.0,18.0,20000
1595.0,102.0,14.0,80000
2755.0,174.5,15.04,60000
1248.0,88.8,21.12,120000
2982.0,170.3,11.0,60000
1498.0,98.6,25.1,80000
2499.0,80.0,12.2,120000
998.0,68.05,20.3,26442
1373.0,91.1,17.5,35000
796.0,46.3,19.7,28000
1248.0,88.8,20.77,80000
796.0,46.3,19.7,39000
998.0,67.0,20.51,20000
1461.0,84.8,21.64,50000
1199.0,88.7,19.0,40000
1197.0,82.0,18.9,15000
1197.0,81.8,22.0,15000
1197.0,81.8,20.4,30000
1498.0,98.6,26.0,70000
995.0,62.1,16.2,80000
2523.0,63.0,15.96,80000
1396.0,88.73,22.54,120000
1461.0,83.8,20.45,90000
1248.0,73.74,18.2,110000
2494.0,100.6,12.99,120000
1582.0,126.2,23.9,80000
1197.0,81.8,21.21,5000
1198.0,86.8,18.5,50000
1248.0,74.0,26.59,65000
1248.0,74.0,27.39,35000
1498.0,98.6,27.3,90000
1248.0,74.0,25.2,100000
799.0,53.3,25.17,15000
1399.0,68.0,20.0,147000
2179.0,140.0,16.0,20000
1396.0,90.0,23.0,120000
2494.0,102.0,12.8,250000
1498.0,99.0,25.83,69000
1248.0,88.5,28.09,80000
799.0,53.3,25.17,15000
2179.0,153.86,17.6,50000
796.0,46.3,19.7,50800
998.0,67.04,23.1,10000
2993.0,261.4,17.09,30000
796.0,46.3,19.7,60000
1120.0,71.0,24.4,40142
1197.0,81.83,18.6,9400
1198.0,77.0,25.32,62000
1248.0,90.0,18.8,90000
2498.0,105.0,16.55,12584
1198.0,67.05,19.02,49000
796.0,47.3,24.7,32000
1197.0,81.86,18.6,4300
1197.0,81.8,21.21,14548
1498.0,98.96,23.0,44772
1248.0,88.5,25.47,48500
796.0,47.3,24.7,38000
1197.0,81.83,18.6,28782
1197.0,81.83,18.6,28451
1248.0,88.5,24.3,36500
1248.0,74.0,26.59,44885
814.0,55.2,21.1,35000
1405.0,71.0,17.0,110000
1248.0,88.5,25.47,79000
2982.0,168.5,12.55,91000
1248.0,88.5,24.3,50000
1248.0,88.5,28.09,81000
1368.0,160.0,16.0,22000
1582.0,126.2,20.5,41000
1248.0,88.5,24.52,50000
1248.0,88.8,20.77,66000
1248.0,88.76,20.77,65000
1396.0,88.73,22.54,76000
2494.0,102.0,12.8,95000
1497.0,118.0,17.0,55000
1198.0,67.05,19.02,65000
1248.0,88.5,25.47,76000
1373.0,93.7,16.02,47000
1248.0,74.0,23.4,70000
,,,56000
1248.0,74.0,22.9,89000
2393.0,147.51,13.68,98000
2393.0,147.51,13.68,90000
1396.0,88.7,21.38,70000
1248.0,74.0,22.9,57000
1248.0,74.0,26.59,70000
814.0,55.2,21.1,49200
1799.0,130.0,13.5,125000
1086.0,68.05,19.81,60000
1196.0,73.0,15.37,120000
796.0,46.3,19.7,110000
1061.0,67.0,18.9,70000
998.0,67.1,18.9,168000
2179.0,140.0,16.0,30000
1120.0,70.0,24.0,60000
1248.0,74.0,25.2,131111
1461.0,65.0,19.2,120000
1248.0,73.9,19.3,58400
998.0,67.1,23.95,23400
998.0,67.04,23.1,50000
,,,158107
2179.0,140.0,15.1,90000
1086.0,68.0,20.3,3010
1248.0,88.8,21.12,80000
1399.0,68.0,17.8,155000
796.0,37.0,16.1,70000
1197.0,81.86,18.9,4000
796.0,46.3,19.7,35000
993.0,60.0,17.3,121000
1498.0,98.59,22.77,110000
1399.0,68.0,17.8,170000
1248.0,75.0,17.8,175000
1997.0,140.0,16.0,30000
1399.0,68.0,17.8,163000
1399.0,68.0,17.8,163000
2489.0,95.0,14.0,77088
1461.0,63.1,23.08,110000
2523.0,62.1,15.96,136511
1373.0,93.7,16.02,80000
1373.0,93.7,16.02,60000
1197.0,83.14,20.85,36000
998.0,67.1,18.9,65000
1995.0,184.0,17.05,50000
1248.0,75.0,20.3,82500
1498.0,98.96,23.0,30000
1991.0,147.9,18.3,100000
1248.0,74.0,26.59,70000
1248.0,88.7,20.65,85000
998.0,67.04,20.51,60000
796.0,47.3,22.74,20000
1461.0,108.45,19.01,80000
2489.0,95.0,13.0,100000
,,,75000
,,,100000
1248.0,88.5,24.3,80000
1193.0,88.7,17.57,35000
936.0,57.6,25.44,139000
796.0,46.3,19.7,90000
,,,120000
1497.0,78.0,17.7,100000
1598.0,103.6,20.54,90000
2523.0,63.0,13.6,105000
1186.0,73.97,25.4,40000
1197.0,81.86,20.14,90000
796.0,47.3,22.74,36710
909.0,45.0,23.5,50000
1248.0,88.5,23.65,28180
1248.0,88.5,23.65,44000
1956.0,138.1,17.0,15000
1198.0,67.0,19.72,4000
1248.0,73.94,23.2,30000
1197.0,85.8,18.6,15000
1197.0,83.1,21.4,20000
1197.0,81.86,18.9,56000
1197.0,81.86,17.19,19000
2198.0,158.0,12.62,30000
1197.0,81.83,18.6,70000
1396.0,69.0,19.09,30000
1196.0,73.0,15.37,15000
796.0,47.3,22.74,85000
1197.0,81.8,22.0,50000
1197.0,81.86,17.19,20000
998.0,67.04,20.51,25000
1198.0,108.5,17.0,25000
1197.0,85.8,19.1,50000
1396.0,90.0,23.0,150000
1794.0,138.1,14.53,90000
1193.0,88.7,17.57,100000
1399.0,67.0,17.8,180000
796.0,47.3,22.74,50000
1248.0,73.94,23.2,80000
993.0,60.0,17.3,100000
814.0,55.2,21.1,93000
2523.0,63.0,15.96,11500
1197.0,82.85,18.5,120000
,,,100000
2489.0,93.7,14.95,50000
1497.0,116.3,16.8,120000
1399.0,68.0,17.8,100000
796.0,37.0,16.1,57000
814.0,55.2,21.1,60000
1499.0,110.5,17.01,44077
796.0,47.3,24.7,90000
1396.0,88.73,21.19,50000
1498.0,98.59,22.77,60000
1086.0,68.05,19.81,20000
796.0,46.3,19.7,90000
1498.0,99.0,25.83,70000
,,,80000
1248.0,73.74,18.2,80000
1582.0,126.32,22.32,72000
1997.0,120.0,15.4,50000
1298.0,85.8,17.5,90000
1197.0,81.86,18.6,17000
2179.0,120.0,12.05,70000
1199.0,73.9,22.07,74000
796.0,46.3,19.7,60000
796.0,47.3,22.74,15000
1498.0,98.6,25.5,72000
1193.0,64.4,16.84,25000
796.0,46.3,19.7,114000
1493.0,100.0,13.0,120000
1896.0,66.0,18.7,250000
1405.0,71.0,17.0,55768
1197.0,81.86,18.9,40000
998.0,67.05,21.79,70000
1199.0,84.0,20.3,50000
998.0,67.05,23.95,20000
1248.0,74.0,23.4,70000
1197.0,82.0,18.9,60000
1405.0,71.0,17.0,120000
1248.0,73.9,21.1,110000
1199.0,84.0,23.84,60000
995.0,63.0,16.5,30000
1498.0,108.6,21.13,35000
796.0,37.0,16.1,50000
1461.0,108.45,19.01,100000
2179.0,140.0,15.1,80000
1498.0,88.5,20.14,84000
1498.0,89.75,25.01,60000
993.0,60.0,17.3,50000
1197.0,78.9,20.36,60000
2179.0,140.0,16.0,100000
2523.0,62.1,15.96,70000
2523.0,62.1,15.96,82500
2523.0,62.1,15.96,76000
1248.0,75.0,18.0,87000
2498.0,112.0,14.0,120000
1193.0,88.7,17.57,70000
1248.0,74.0,23.4,90000
1248.0,88.8,21.12,188000
1248.0,73.8,18.2,120000
1497.0,117.3,17.4,80000
1197.0,78.9,20.36,123278
1498.0,98.6,26.0,100000
1396.0,88.73,21.19,90000
1399.0,68.0,20.0,110000
1399.0,68.1,20.0,110000
1248.0,88.7,20.65,70000
2179.0,140.0,15.1,65000
2179.0,187.7,16.36,70000
2179.0,138.1,11.57,90000
796.0,47.3,22.74,50000
814.0,55.2,21.1,33000
796.0,47.3,22.74,26500
1086.0,62.1,17.92,60000
1248.0,74.0,23.4,70000
1198.0,67.06,20.63,80000
1396.0,88.73,22.54,60000
1199.0,75.0,19.5,100000
1598.0,103.6,20.54,80000
1197.0,82.0,18.9,35000
3198.0,197.0,10.91,35000
1197.0,81.86,18.9,10000
1248.0,75.0,18.0,80000
814.0,55.2,21.1,50000
1061.0,64.0,17.3,90000
796.0,47.3,24.7,80000
999.0,67.0,23.01,25000
998.0,67.1,20.92,70000
1197.0,81.86,17.4,80000
1498.0,88.7,20.14,50000
1498.0,98.6,26.0,70000
1198.0,67.0,20.63,60000
1591.0,121.3,17.0,15000
1364.0,67.1,23.59,90000
1198.0,108.5,17.0,28000
1197.0,81.86,17.4,20000
1120.0,70.0,24.0,60000
796.0,47.3,22.74,22000
2179.0,138.1,11.57,70000
1248.0,76.9,22.1,80000
1497.0,108.5,21.5,60000
1199.0,84.0,23.84,20000
1248.0,73.94,23.2,142000
1248.0,74.0,26.59,72000
1498.0,98.96,23.0,90000
1399.0,68.0,20.0,80000
1396.0,90.0,23.0,125000
1373.0,91.1,20.73,33000
1582.0,126.2,19.67,50000
2179.0,120.0,12.05,120000
1186.0,73.97,25.4,35000
1498.0,98.63,27.4,43000
796.0,46.3,19.7,60000
2179.0,120.0,12.05,148000
1582.0,126.32,22.32,70000
1498.0,97.7,16.95,96000
1997.0,120.0,15.4,70000
1248.0,73.94,23.2,70000
1197.0,81.8,20.89,18484
2179.0,138.03,13.93,70000
796.0,46.3,19.7,25000
1199.0,73.9,22.07,120000
1197.0,83.14,20.85,55000
1497.0,121.31,17.0,10000
1198.0,77.0,25.32,60000
1248.0,74.02,28.4,30000
1086.0,62.1,17.92,65000
,,,27000
1396.0,88.76,21.9,50000
1199.0,83.81,24.0,2560
796.0,46.3,19.7,60000
998.0,67.04,20.51,80000
796.0,37.0,16.1,50000
1248.0,73.8,18.2,120000
1497.0,116.3,16.8,120000
814.0,55.2,21.1,47000
2179.0,153.86,17.6,45000
2494.0,102.0,12.8,90000
1396.0,88.76,21.27,110000
1997.0,120.0,15.4,95000
1582.0,126.3,22.32,103655
1197.0,81.86,17.4,25000
1461.0,108.45,19.01,80000
624.0,37.5,25.4,50000
2179.0,140.0,16.0,56975
1086.0,62.0,0.0,110000
796.0,46.3,19.7,80000
1399.0,68.0,17.8,187000
1388.0,67.0,18.6,69000
1498.0,98.59,22.77,206000
1498.0,98.59,22.77,27000
1498.0,89.84,22.7,132000
1498.0,99.23,26.1,75000
1194.0,94.93,18.5,18000
1461.0,64.1,21.0,218000
1396.0,88.73,22.54,10000
1248.0,75.0,17.8,80000
1461.0,64.1,21.0,215000
1399.0,67.0,17.8,137000
1598.0,103.6,20.54,65000
1497.0,78.0,17.7,120000
998.0,67.04,23.1,10000
1198.0,67.0,20.62,20000
1388.0,67.0,18.6,93500
1999.0,177.0,13.6,9000
2487.0,214.56,22.37,20000
1999.0,177.0,19.33,45000
2179.0,147.94,14.1,110000
1969.0,190.0,18.0,20000
2494.0,157.7,19.16,68089
998.0,67.05,21.79,58343
1248.0,74.0,27.39,38817
1199.0,88.7,18.2,56494
2494.0,100.6,12.99,79328
1197.0,81.8,22.0,5621
1496.0,88.73,16.78,25538
1197.0,81.8,22.0,69779
1186.0,73.97,24.0,56290
1995.0,190.0,16.78,7500
1995.0,190.0,16.78,8500
1199.0,88.76,19.0,7032
1598.0,103.5,14.3,11000
1984.0,150.0,16.8,2000
1999.0,177.0,13.6,9000
2487.0,214.56,22.37,20000
1999.0,177.0,19.33,45000
2179.0,147.94,14.1,110000
1969.0,190.0,18.0,20000
2494.0,157.7,19.16,68089
998.0,67.05,21.79,58343
1248.0,74.0,27.39,38817
1199.0,88.7,18.2,56494
2494.0,100.6,12.99,79328
1197.0,81.8,22.0,5621
1496.0,88.73,16.78,25538
1197.0,81.8,22.0,69779
1186.0,73.97,24.0,56290
1995.0,190.0,16.78,7500
1995.0,190.0,16.78,8500
1199.0,88.76,19.0,7032
1598.0,103.5,14.3,11000
1984.0,150.0,16.8,2000
1248.0,74.02,28.4,70000
1086.0,62.1,17.92,56000
1396.0,88.76,21.9,80000
1086.0,68.0,20.3,5000
2179.0,140.0,15.1,100000
2993.0,235.0,11.0,60000
,,,70000
1498.0,103.52,21.14,65000
2179.0,120.0,15.4,70000
1248.0,73.8,18.2,60000
1248.0,88.5,28.09,82000
2179.0,138.1,13.7,80000
1198.0,82.0,18.15,5000
1461.0,108.45,19.01,133000
1199.0,88.7,17.5,25000
1193.0,88.7,17.57,15000
1396.0,88.7,21.38,40000
1198.0,73.75,17.0,35000
2523.0,62.1,15.96,70000
2609.0,120.0,10.5,152000
796.0,37.0,16.1,100000
1582.0,126.3,22.32,80000
1396.0,53.5,17.2,100000
799.0,53.3,25.17,50000
1197.0,81.86,17.19,40000
999.0,67.0,23.01,60000
1197.0,81.83,18.6,40000
1498.0,98.6,27.3,60000
1248.0,74.0,22.9,90000
1248.0,74.0,23.4,90000
998.0,67.1,20.92,60000
1248.0,74.0,23.4,80000
2179.0,120.0,12.05,120000
1199.0,84.0,23.84,40000
2179.0,140.0,15.1,91000
1086.0,63.0,17.8,80000
796.0,37.0,16.1,73257
2523.0,70.0,0.0,80000
1199.0,83.83,23.84,15000
1493.0,110.0,18.1,110000
1498.0,108.6,21.13,40000
1461.0,84.8,21.64,212000
1248.0,74.02,28.4,30000
1086.0,68.0,20.3,30000
1197.0,81.83,18.6,30000
1199.0,84.0,23.84,15000
2393.0,147.51,13.68,1000
796.0,37.0,16.1,26320
1396.0,90.0,23.0,135000
1799.0,130.0,13.5,100000
1196.0,73.0,15.37,120000
2498.0,112.0,14.0,230000
999.0,67.0,23.01,60000
1995.0,181.0,16.07,80000
1248.0,73.9,19.3,190000
1196.0,73.0,15.37,120000
2494.0,100.6,12.99,217000
,,,90000
998.0,67.04,23.1,29000
1061.0,67.0,18.9,120000
2179.0,140.0,16.0,90000
1197.0,81.83,18.6,30000
998.0,67.04,23.1,30000
1197.0,82.0,18.9,56000
2494.0,100.6,12.99,90000
1493.0,100.0,18.49,120000
1248.0,74.0,25.2,60000
1248.0,73.9,19.3,147000
998.0,67.1,18.9,35000
1197.0,81.83,18.6,19500
1197.0,81.86,17.19,38426
1197.0,83.11,20.4,35000
998.0,67.04,20.51,35000
796.0,46.3,19.7,50000
936.0,57.6,25.44,120000
1405.0,70.0,19.4,120000
1399.0,68.0,20.0,112000
2523.0,75.0,14.0,70000
1598.0,103.5,20.5,145000
1405.0,70.0,17.0,135000
2494.0,100.57,12.99,500000
1405.0,70.0,19.61,146000
1197.0,81.86,18.9,10000
1498.0,88.5,20.14,50000
1197.0,81.86,20.14,25000
999.0,67.0,23.01,20000
1799.0,130.0,13.5,70000
1396.0,69.01,25.0,50000
1968.0,181.0,15.17,25000
1396.0,90.0,23.0,100000
1198.0,108.5,17.0,20000
1396.0,90.0,23.0,155000
1399.0,68.0,20.0,70000
1248.0,88.8,21.5,25000
796.0,37.0,16.1,120000
1248.0,73.8,18.2,90000
1999.0,177.0,13.6,9000
2487.0,214.56,22.37,20000
1999.0,177.0,19.33,45000
2179.0,147.94,14.1,110000
1969.0,190.0,18.0,20000
2494.0,157.7,19.16,68089
998.0,67.05,21.79,58343
1248.0,74.0,27.39,38817
1199.0,88.7,18.2,56494
2494.0,100.6,12.99,79328
1197.0,81.8,22.0,5621
1496.0,88.73,16.78,25538
1197.0,81.8,22.0,69779
1186.0,73.97,24.0,56290
1995.0,190.0,16.78,7500
1995.0,190.0,16.78,8500
1199.0,88.76,19.0,7032
1598.0,103.5,14.3,11000
1984.0,150.0,16.8,2000
2179.0,140.0,15.1,110000
2179.0,138.03,13.49,110000
1248.0,74.0,22.9,100000
1368.0,90.0,15.0,116700
1248.0,74.0,22.95,25000
2489.0,95.0,13.0,200000
1248.0,75.0,17.8,176062
2494.0,102.0,12.8,250000
,,,70000
1498.0,98.6,25.8,82000
1086.0,68.05,19.81,80000
1248.0,73.74,18.2,40000
1956.0,170.0,17.1,14000
1461.0,108.45,19.72,129000
1248.0,91.7,20.5,60000
1498.0,108.62,21.73,82000
2179.0,187.7,12.7,77500
1248.0,73.74,18.2,50000
796.0,37.0,16.1,40000
1197.0,81.8,20.52,39500
1396.0,88.76,22.54,40000
1248.0,74.0,22.9,56000
,,,110000
1396.0,88.73,22.54,54000
998.0,67.04,20.51,20000
1396.0,69.0,25.0,55896
1498.0,98.6,25.8,35000
1198.0,86.8,19.4,97000
796.0,47.3,22.74,120000
814.0,55.2,21.1,50000
624.0,35.0,26.0,30400
1497.0,115.0,20.0,15000
1461.0,84.8,21.64,110000
2143.0,170.0,14.84,120000
796.0,46.3,19.7,100000
1248.0,75.0,17.8,120000
1598.0,103.6,20.54,130000
998.0,67.1,20.92,76000
1968.0,138.1,19.33,110000
2179.0,120.0,12.05,96000
1248.0,74.0,28.4,90000
1461.0,84.8,21.64,110000
1399.0,68.1,20.0,25000
1248.0,73.9,19.3,90000
1248.0,73.9,19.3,164000
1198.0,86.7,18.0,120000
998.0,66.1,19.0,66000
2179.0,138.0,13.93,250000
1582.0,126.3,22.32,157000
1582.0,126.3,22.32,157000
999.0,67.0,23.01,35000
2609.0,116.6,12.7,100000
1198.0,67.0,19.44,70000
1248.0,88.8,21.12,30000
1493.0,70.0,16.5,40000
1197.0,81.8,21.21,5000
796.0,47.3,22.74,30000
1248.0,74.0,22.9,70000
995.0,62.0,18.0,60000
1248.0,88.5,28.09,60000
1497.0,116.3,16.8,80000
1248.0,88.5,28.09,70000
1199.0,75.0,20.86,150000
1061.0,64.0,18.2,150000
1597.0,92.0,14.2,25000
1498.0,108.6,21.72,35000
1186.0,73.97,25.4,48000
1199.0,73.9,22.07,200000
,,,90000
1248.0,74.0,26.59,135000
1248.0,73.74,18.2,110000
1582.0,126.32,22.32,146000
796.0,47.3,24.7,44000
1197.0,78.9,20.36,70000
1405.0,62.0,16.8,271000
796.0,46.3,19.7,120000
1396.0,69.0,23.03,80000
2523.0,62.1,15.96,60000
1373.0,91.1,20.73,40000
814.0,55.2,21.1,25000
1197.0,81.86,18.9,15000
796.0,47.3,24.7,27000
1248.0,74.0,27.39,35000
998.0,66.1,19.0,40000
796.0,47.3,22.74,40000
2179.0,120.0,15.4,75262
1396.0,69.0,23.03,120000
998.0,68.05,20.3,60000
814.0,55.2,21.1,40000
796.0,46.3,19.7,80000
1396.0,70.0,23.57,70000
1582.0,126.32,22.32,100000
2179.0,140.0,15.1,18000
1396.0,69.0,19.09,175000
1197.0,78.9,20.36,70000
2523.0,62.1,15.96,91863
1193.0,65.0,15.2,100000
799.0,53.3,25.17,10000
1248.0,88.5,24.52,35000
1399.0,68.1,20.0,120000
1197.0,82.0,18.9,30000
799.0,53.3,25.17,60000
998.0,67.05,23.95,70000
1197.0,78.9,20.36,70000
1396.0,88.7,21.38,130000
1396.0,88.7,21.38,133000
1598.0,103.6,20.54,120000
999.0,75.0,19.44,20000
1196.0,70.0,15.6,25000
624.0,37.48,25.4,90000
998.0,66.1,19.0,140000
1498.0,97.9,25.6,103000
2393.0,147.8,13.68,23000
1498.0,98.6,26.0,128000
1498.0,88.8,20.14,33000
796.0,46.3,19.7,70000
1086.0,62.0,0.0,40000
1396.0,99.6,12.85,40000
1405.0,71.0,17.0,80000
1248.0,88.5,26.21,70000
2494.0,100.6,12.99,100000
2498.0,112.0,14.0,90000
1399.0,68.0,20.0,112000
1799.0,132.0,15.5,50000
1120.0,71.0,24.4,62000
1248.0,88.76,20.77,90000
2494.0,100.0,12.99,80000
1248.0,88.8,21.02,50000
1582.0,126.2,19.67,47552
1248.0,88.5,24.3,40000
1196.0,70.0,15.6,15000
1498.0,98.96,23.0,20000
1197.0,81.86,17.19,52000
1197.0,81.83,18.6,70000
2523.0,63.0,15.96,110000
2179.0,138.1,14.0,77500
1248.0,74.0,25.2,100000
799.0,53.3,25.17,14700
796.0,34.2,16.8,40000
1198.0,82.0,18.15,32000
796.0,46.3,19.7,70000
1298.0,85.8,17.5,80000
2494.0,100.6,12.99,80000
1248.0,74.02,28.4,25000
1248.0,74.0,26.59,50000
2499.0,72.4,13.58,120000
2523.0,63.0,13.6,170000
1198.0,82.0,18.15,19700
1498.0,99.0,25.83,50000
998.0,67.1,18.9,90000
,,,60000
1399.0,68.05,20.0,140000
2609.0,116.6,12.7,120000
1199.0,84.0,20.3,40000
796.0,47.3,22.74,70000
999.0,67.0,22.5,7000
2494.0,102.0,12.8,90000
1493.0,100.0,18.49,110000
998.0,67.05,23.95,15000
796.0,47.3,22.05,5000
799.0,53.3,25.17,5000
796.0,47.3,22.74,70000
1198.0,67.0,19.44,60000
796.0,46.3,19.7,120000
999.0,67.0,22.5,7000
2179.0,120.0,12.05,120000
2179.0,120.0,12.05,145241
2609.0,116.6,12.7,110000
799.0,53.3,25.17,30000
2179.0,120.0,15.4,80000
1248.0,74.0,23.4,100000
1364.0,67.04,23.59,80000
2755.0,171.5,11.36,40000
1248.0,88.5,24.3,50000
2179.0,138.1,14.0,95500
1196.0,86.8,18.16,40000
1061.0,64.0,18.2,70000
998.0,67.04,23.1,15000
1197.0,82.0,18.9,10000
1248.0,88.5,24.3,25000
1591.0,121.3,17.01,50000
1496.0,88.7,17.6,70000
998.0,66.1,19.0,60000
998.0,67.1,18.2,74800
796.0,37.0,16.1,80000
1193.0,88.7,17.57,40000
2179.0,138.0,16.0,40000
1186.0,73.97,24.0,50000
814.0,55.2,21.1,45000
1197.0,81.8,20.4,23700
1197.0,81.8,20.4,23700
1368.0,160.0,16.0,10000
998.0,67.05,23.95,53473
2523.0,63.0,15.96,100000
2179.0,140.0,16.0,25000
1086.0,62.1,17.92,80000
1120.0,71.0,24.4,120000
998.0,67.05,23.95,40000
1582.0,126.32,22.32,70000
936.0,57.6,25.44,90000
1199.0,82.5,18.2,51000
,,,87000
1495.0,94.0,13.2,87000
,,,120000
1248.0,74.0,23.4,40000
1461.0,108.45,19.01,90000
1496.0,88.73,16.78,110000
1086.0,62.1,17.92,86000
,,,120000
1597.0,92.0,14.2,80000
1298.0,85.0,15.9,65000
1298.0,85.0,15.9,70000
1498.0,89.75,25.01,140000
1197.0,81.8,21.21,18000
998.0,67.05,23.95,24000
1120.0,70.0,24.0,60000
1582.0,126.32,22.32,150000
1582.0,126.3,22.32,108000
1197.0,78.9,16.95,60000
1248.0,88.76,20.77,90000
1396.0,69.0,19.09,70000
1405.0,70.0,19.1,120000
936.0,57.6,25.44,100000
1396.0,52.8,17.88,75958
796.0,37.0,16.1,70000
,,,100000
1991.0,112.0,12.6,128000
1405.0,62.0,16.8,110000
1197.0,83.14,20.85,40000
1498.0,99.0,25.83,70000
1248.0,74.0,22.9,60000
2523.0,62.1,15.96,90000
2179.0,138.1,13.93,70000
1197.0,78.9,20.36,65000
1248.0,74.0,23.4,88000
1248.0,90.0,18.8,80000
2523.0,75.0,14.0,60000
1493.0,100.0,18.49,38000
1368.0,90.0,15.0,80000
814.0,55.2,21.1,60000
2523.0,62.1,15.96,110000
1248.0,74.0,25.2,110000
1199.0,75.0,20.86,145000
1396.0,88.76,22.54,43000
1248.0,73.94,23.2,120000
1298.0,88.2,16.1,136000
1405.0,48.21,17.88,120000
1197.0,81.86,18.6,25000
2179.0,120.0,15.4,80000
1599.0,94.0,14.4,40000
1999.0,177.0,13.6,9000
2487.0,214.56,22.37,20000
1999.0,177.0,19.33,45000
2179.0,147.94,14.1,110000
1969.0,190.0,18.0,20000
2494.0,157.7,19.16,68089
998.0,67.05,21.79,58343
1248.0,74.0,27.39,38817
1199.0,88.7,18.2,56494
2494.0,100.6,12.99,79328
1197.0,81.8,22.0,5621
1496.0,88.73,16.78,25538
1197.0,81.8,22.0,69779
1186.0,73.97,24.0,56290
1995.0,190.0,16.78,7500
1995.0,190.0,16.78,8500
1199.0,88.76,19.0,7032
1598.0,103.5,14.3,11000
1984.0,150.0,16.8,2000
1248.0,74.0,23.4,120000
1248.0,88.5,25.1,35000
1198.0,67.0,19.83,35000
1493.0,110.0,18.1,120000
999.0,67.0,23.01,25000
1364.0,67.05,23.59,100000
2523.0,62.1,15.96,120000
1193.0,88.7,17.57,35000
998.0,67.1,20.92,44000
1396.0,88.73,22.54,100000
2179.0,120.0,15.4,133000
2393.0,147.8,13.68,35000
1197.0,78.9,20.36,64000
2179.0,140.0,16.0,70000
1197.0,80.0,18.5,70000
1197.0,82.0,18.9,100000
1248.0,74.0,22.9,90000
1298.0,85.8,17.5,50000
1248.0,76.9,22.1,80000
1198.0,77.0,25.32,50000
1368.0,88.7,14.6,55000
2694.0,163.7,10.75,40000
796.0,35.0,14.0,70000
796.0,47.3,22.74,80000
1086.0,62.1,0.0,80000
2523.0,62.1,15.96,120000
1197.0,81.86,18.9,20000
1497.0,121.36,17.0,31596
2179.0,140.0,15.1,85710
2982.0,171.0,11.5,129627
799.0,53.64,22.7,10000
1197.0,78.9,20.36,15000
998.0,67.0,20.51,35000
1197.0,82.85,18.5,49000
,,,70000
1248.0,90.0,18.8,158000
814.0,55.2,21.1,30000
1197.0,78.9,20.36,60000
1061.0,64.0,18.2,40000
2523.0,63.0,13.6,60000
1399.0,68.0,20.0,55130
998.0,67.04,20.51,22000
1196.0,70.0,15.6,48000
1197.0,82.85,18.5,45000
2179.0,140.0,16.0,22522
1197.0,80.0,18.5,51856
1373.0,91.1,20.73,29434
1498.0,98.6,25.5,25000
1199.0,84.0,23.84,28000
1461.0,83.8,20.46,44500
998.0,67.04,20.51,34500
1497.0,117.6,18.0,20000
1197.0,81.83,18.6,15000
1198.0,76.0,19.34,26000
814.0,55.2,21.1,20000
1197.0,81.86,20.14,3000
1199.0,88.76,19.5,20000
1248.0,88.5,24.3,25000
1498.0,98.96,23.0,35000
1991.0,147.9,18.3,60000
1497.0,117.6,18.0,6825
1998.0,163.7,14.81,155000
1373.0,91.1,17.5,13500
2494.0,102.0,12.8,260000
1186.0,73.97,25.4,65000
2179.0,118.3,14.02,95000
1373.0,91.1,20.73,40000
1086.0,68.0,20.3,30000
2477.0,175.56,13.5,120000
2179.0,138.1,13.93,112011
2494.0,100.6,12.99,125000
